id	x	y	z
71023	156319	142980	18
71024	156319	142981	18
71025	156319	142982	18
71026	156319	142983	18
71027	156319	142984	18
71028	156319	142985	18
71503	156320	142945	18
71504	156320	142946	18
71505	156320	142947	18
71506	156320	142948	18
71507	156320	142949	18
71508	156320	142950	18
71509	156320	142951	18
71510	156320	142952	18
71511	156320	142953	18
71512	156320	142954	18
71513	156320	142955	18
71514	156320	142956	18
71515	156320	142957	18
71516	156320	142958	18
71517	156320	142959	18
71518	156320	142960	18
71519	156320	142961	18
71520	156320	142962	18
71521	156320	142963	18
71522	156320	142964	18
71523	156320	142965	18
71524	156320	142966	18
71525	156320	142967	18
71526	156320	142968	18
71527	156320	142969	18
71528	156320	142970	18
71529	156320	142971	18
71530	156320	142972	18
71531	156320	142973	18
71532	156320	142974	18
71533	156320	142975	18
71534	156320	142976	18
71535	156320	142977	18
71536	156320	142978	18
71537	156320	142979	18
71538	156320	142980	18
71539	156320	142981	18
71540	156320	142982	18
71541	156320	142983	18
71542	156320	142984	18
71543	156320	142985	18
71544	156320	142986	18
72018	156321	142945	18
72019	156321	142946	18
72020	156321	142947	18
72021	156321	142948	18
72022	156321	142949	18
72023	156321	142950	18
72024	156321	142951	18
72025	156321	142952	18
72026	156321	142953	18
72027	156321	142954	18
72028	156321	142955	18
72029	156321	142956	18
72030	156321	142957	18
72031	156321	142958	18
72032	156321	142959	18
72033	156321	142960	18
72034	156321	142961	18
72035	156321	142962	18
72036	156321	142963	18
72037	156321	142964	18
72038	156321	142965	18
72039	156321	142966	18
72040	156321	142967	18
72041	156321	142968	18
72042	156321	142969	18
72043	156321	142970	18
72044	156321	142971	18
72045	156321	142972	18
72046	156321	142973	18
72047	156321	142974	18
72048	156321	142975	18
72049	156321	142976	18
72050	156321	142977	18
72051	156321	142978	18
72052	156321	142979	18
72053	156321	142980	18
72054	156321	142981	18
72055	156321	142982	18
72056	156321	142983	18
72057	156321	142984	18
72058	156321	142985	18
72059	156321	142986	18
72533	156322	142945	18
72534	156322	142946	18
72535	156322	142947	18
72536	156322	142948	18
72537	156322	142949	18
72538	156322	142950	18
72539	156322	142951	18
72540	156322	142952	18
72541	156322	142953	18
72542	156322	142954	18
72543	156322	142955	18
72544	156322	142956	18
72545	156322	142957	18
72546	156322	142958	18
72547	156322	142959	18
72548	156322	142960	18
72549	156322	142961	18
72550	156322	142962	18
72551	156322	142963	18
72552	156322	142964	18
72553	156322	142965	18
72554	156322	142966	18
72555	156322	142967	18
72556	156322	142968	18
72557	156322	142969	18
72558	156322	142970	18
72559	156322	142971	18
72560	156322	142972	18
72561	156322	142973	18
72562	156322	142974	18
72563	156322	142975	18
72564	156322	142976	18
72565	156322	142977	18
72566	156322	142978	18
72567	156322	142979	18
72568	156322	142980	18
72569	156322	142981	18
72570	156322	142982	18
72571	156322	142983	18
72572	156322	142984	18
72573	156322	142985	18
72574	156322	142986	18
72575	156322	142987	18
73048	156323	142945	18
73049	156323	142946	18
73050	156323	142947	18
73051	156323	142948	18
73052	156323	142949	18
73053	156323	142950	18
73054	156323	142951	18
73055	156323	142952	18
73056	156323	142953	18
73057	156323	142954	18
73058	156323	142955	18
73059	156323	142956	18
73060	156323	142957	18
73061	156323	142958	18
73062	156323	142959	18
73063	156323	142960	18
73064	156323	142961	18
73065	156323	142962	18
73066	156323	142963	18
73067	156323	142964	18
73068	156323	142965	18
73069	156323	142966	18
73070	156323	142967	18
73071	156323	142968	18
73072	156323	142969	18
73073	156323	142970	18
73074	156323	142971	18
73075	156323	142972	18
73076	156323	142973	18
73077	156323	142974	18
73078	156323	142975	18
73079	156323	142976	18
73080	156323	142977	18
73081	156323	142978	18
73082	156323	142979	18
73083	156323	142980	18
73084	156323	142981	18
73085	156323	142982	18
73086	156323	142983	18
73087	156323	142984	18
73088	156323	142985	18
73089	156323	142986	18
73090	156323	142987	18
73091	156323	142988	18
73562	156324	142944	18
73563	156324	142945	18
73564	156324	142946	18
73565	156324	142947	18
73566	156324	142948	18
73567	156324	142949	18
73568	156324	142950	18
73569	156324	142951	18
73570	156324	142952	18
73571	156324	142953	18
73572	156324	142954	18
73573	156324	142955	18
73574	156324	142956	18
73575	156324	142957	18
73576	156324	142958	18
73577	156324	142959	18
73578	156324	142960	18
73579	156324	142961	18
73580	156324	142962	18
73581	156324	142963	18
73582	156324	142964	18
73583	156324	142965	18
73584	156324	142966	18
73585	156324	142967	18
73586	156324	142968	18
73587	156324	142969	18
73588	156324	142970	18
73589	156324	142971	18
73590	156324	142972	18
73591	156324	142973	18
73592	156324	142974	18
73593	156324	142975	18
73594	156324	142976	18
73595	156324	142977	18
73596	156324	142978	18
73597	156324	142979	18
73598	156324	142980	18
73599	156324	142981	18
73600	156324	142982	18
73601	156324	142983	18
73602	156324	142984	18
73603	156324	142985	18
73604	156324	142986	18
73605	156324	142987	18
73606	156324	142988	18
74077	156325	142944	18
74078	156325	142945	18
74079	156325	142946	18
74080	156325	142947	18
74081	156325	142948	18
74082	156325	142949	18
74083	156325	142950	18
74084	156325	142951	18
74085	156325	142952	18
74086	156325	142953	18
74087	156325	142954	18
74088	156325	142955	18
74089	156325	142956	18
74090	156325	142957	18
74091	156325	142958	18
74092	156325	142959	18
74093	156325	142960	18
74094	156325	142961	18
74095	156325	142962	18
74096	156325	142963	18
74097	156325	142964	18
74098	156325	142965	18
74099	156325	142966	18
74100	156325	142967	18
74101	156325	142968	18
74102	156325	142969	18
74103	156325	142970	18
74104	156325	142971	18
74105	156325	142972	18
74106	156325	142973	18
74107	156325	142974	18
74108	156325	142975	18
74109	156325	142976	18
74110	156325	142977	18
74111	156325	142978	18
74112	156325	142979	18
74113	156325	142980	18
74114	156325	142981	18
74115	156325	142982	18
74116	156325	142983	18
74117	156325	142984	18
74118	156325	142985	18
74119	156325	142986	18
74120	156325	142987	18
74121	156325	142988	18
74122	156325	142989	18
74592	156326	142944	18
74593	156326	142945	18
74594	156326	142946	18
74595	156326	142947	18
74596	156326	142948	18
74597	156326	142949	18
74598	156326	142950	18
74599	156326	142951	18
74600	156326	142952	18
74601	156326	142953	18
74602	156326	142954	18
74603	156326	142955	18
74604	156326	142956	18
74605	156326	142957	18
74606	156326	142958	18
74607	156326	142959	18
74608	156326	142960	18
74609	156326	142961	18
74610	156326	142962	18
74611	156326	142963	18
74612	156326	142964	18
74613	156326	142965	18
74614	156326	142966	18
74615	156326	142967	18
74616	156326	142968	18
74617	156326	142969	18
74618	156326	142970	18
74619	156326	142971	18
74620	156326	142972	18
74621	156326	142973	18
74622	156326	142974	18
74623	156326	142975	18
74624	156326	142976	18
74625	156326	142977	18
74626	156326	142978	18
74627	156326	142979	18
74628	156326	142980	18
74629	156326	142981	18
74630	156326	142982	18
74631	156326	142983	18
74632	156326	142984	18
74633	156326	142985	18
74634	156326	142986	18
74635	156326	142987	18
74636	156326	142988	18
74637	156326	142989	18
74638	156326	142990	18
75107	156327	142944	18
75108	156327	142945	18
75109	156327	142946	18
75110	156327	142947	18
75111	156327	142948	18
75112	156327	142949	18
75113	156327	142950	18
75114	156327	142951	18
75115	156327	142952	18
75116	156327	142953	18
75117	156327	142954	18
75118	156327	142955	18
75119	156327	142956	18
75120	156327	142957	18
75121	156327	142958	18
75122	156327	142959	18
75123	156327	142960	18
75124	156327	142961	18
75125	156327	142962	18
75126	156327	142963	18
75127	156327	142964	18
75128	156327	142965	18
75129	156327	142966	18
75130	156327	142967	18
75131	156327	142968	18
75132	156327	142969	18
75133	156327	142970	18
75134	156327	142971	18
75135	156327	142972	18
75136	156327	142973	18
75137	156327	142974	18
75138	156327	142975	18
75139	156327	142976	18
75140	156327	142977	18
75141	156327	142978	18
75142	156327	142979	18
75143	156327	142980	18
75144	156327	142981	18
75145	156327	142982	18
75146	156327	142983	18
75147	156327	142984	18
75148	156327	142985	18
75149	156327	142986	18
75150	156327	142987	18
75151	156327	142988	18
75152	156327	142989	18
75153	156327	142990	18
75621	156328	142943	18
75622	156328	142944	18
75623	156328	142945	18
75624	156328	142946	18
75625	156328	142947	18
75626	156328	142948	18
75627	156328	142949	18
75628	156328	142950	18
75629	156328	142951	18
75630	156328	142952	18
75631	156328	142953	18
75632	156328	142954	18
75633	156328	142955	18
75634	156328	142956	18
75635	156328	142957	18
75636	156328	142958	18
75637	156328	142959	18
75638	156328	142960	18
75639	156328	142961	18
75640	156328	142962	18
75641	156328	142963	18
75642	156328	142964	18
75643	156328	142965	18
75644	156328	142966	18
75645	156328	142967	18
75646	156328	142968	18
75647	156328	142969	18
75648	156328	142970	18
75649	156328	142971	18
75650	156328	142972	18
75651	156328	142973	18
75652	156328	142974	18
75653	156328	142975	18
75654	156328	142976	18
75655	156328	142977	18
75656	156328	142978	18
75657	156328	142979	18
75658	156328	142980	18
75659	156328	142981	18
75660	156328	142982	18
75661	156328	142983	18
75662	156328	142984	18
75663	156328	142985	18
75664	156328	142986	18
75665	156328	142987	18
75666	156328	142988	18
75667	156328	142989	18
75668	156328	142990	18
75669	156328	142991	18
76136	156329	142943	18
76137	156329	142944	18
76138	156329	142945	18
76139	156329	142946	18
76140	156329	142947	18
76141	156329	142948	18
76142	156329	142949	18
76143	156329	142950	18
76144	156329	142951	18
76145	156329	142952	18
76146	156329	142953	18
76147	156329	142954	18
76148	156329	142955	18
76149	156329	142956	18
76150	156329	142957	18
76151	156329	142958	18
76152	156329	142959	18
76153	156329	142960	18
76154	156329	142961	18
76155	156329	142962	18
76156	156329	142963	18
76157	156329	142964	18
76158	156329	142965	18
76159	156329	142966	18
76160	156329	142967	18
76161	156329	142968	18
76162	156329	142969	18
76163	156329	142970	18
76164	156329	142971	18
76165	156329	142972	18
76166	156329	142973	18
76167	156329	142974	18
76168	156329	142975	18
76169	156329	142976	18
76170	156329	142977	18
76171	156329	142978	18
76172	156329	142979	18
76173	156329	142980	18
76174	156329	142981	18
76175	156329	142982	18
76176	156329	142983	18
76177	156329	142984	18
76178	156329	142985	18
76179	156329	142986	18
76180	156329	142987	18
76181	156329	142988	18
76182	156329	142989	18
76183	156329	142990	18
76184	156329	142991	18
76185	156329	142992	18
76651	156330	142943	18
76652	156330	142944	18
76653	156330	142945	18
76654	156330	142946	18
76655	156330	142947	18
76656	156330	142948	18
76657	156330	142949	18
76658	156330	142950	18
76659	156330	142951	18
76660	156330	142952	18
76661	156330	142953	18
76662	156330	142954	18
76663	156330	142955	18
76664	156330	142956	18
76665	156330	142957	18
76666	156330	142958	18
76667	156330	142959	18
76668	156330	142960	18
76669	156330	142961	18
76670	156330	142962	18
76671	156330	142963	18
76672	156330	142964	18
76673	156330	142965	18
76674	156330	142966	18
76675	156330	142967	18
76676	156330	142968	18
76677	156330	142969	18
76678	156330	142970	18
76679	156330	142971	18
76680	156330	142972	18
76681	156330	142973	18
76682	156330	142974	18
76683	156330	142975	18
76684	156330	142976	18
76685	156330	142977	18
76686	156330	142978	18
76687	156330	142979	18
76688	156330	142980	18
76689	156330	142981	18
76690	156330	142982	18
76691	156330	142983	18
76692	156330	142984	18
76693	156330	142985	18
76694	156330	142986	18
76695	156330	142987	18
76696	156330	142988	18
76697	156330	142989	18
76698	156330	142990	18
76699	156330	142991	18
76700	156330	142992	18
77166	156331	142943	18
77167	156331	142944	18
77168	156331	142945	18
77169	156331	142946	18
77170	156331	142947	18
77171	156331	142948	18
77172	156331	142949	18
77173	156331	142950	18
77174	156331	142951	18
77175	156331	142952	18
77176	156331	142953	18
77177	156331	142954	18
77178	156331	142955	18
77179	156331	142956	18
77180	156331	142957	18
77181	156331	142958	18
77182	156331	142959	18
77183	156331	142960	18
77184	156331	142961	18
77185	156331	142962	18
77186	156331	142963	18
77187	156331	142964	18
77188	156331	142965	18
77189	156331	142966	18
77190	156331	142967	18
77191	156331	142968	18
77192	156331	142969	18
77193	156331	142970	18
77194	156331	142971	18
77195	156331	142972	18
77196	156331	142973	18
77197	156331	142974	18
77198	156331	142975	18
77199	156331	142976	18
77200	156331	142977	18
77201	156331	142978	18
77202	156331	142979	18
77203	156331	142980	18
77204	156331	142981	18
77205	156331	142982	18
77206	156331	142983	18
77207	156331	142984	18
77208	156331	142985	18
77209	156331	142986	18
77210	156331	142987	18
77211	156331	142988	18
77212	156331	142989	18
77213	156331	142990	18
77214	156331	142991	18
77215	156331	142992	18
77216	156331	142993	18
77680	156332	142942	18
77681	156332	142943	18
77682	156332	142944	18
77683	156332	142945	18
77684	156332	142946	18
77685	156332	142947	18
77686	156332	142948	18
77687	156332	142949	18
77688	156332	142950	18
77689	156332	142951	18
77690	156332	142952	18
77691	156332	142953	18
77692	156332	142954	18
77693	156332	142955	18
77694	156332	142956	18
77695	156332	142957	18
77696	156332	142958	18
77697	156332	142959	18
77698	156332	142960	18
77699	156332	142961	18
77700	156332	142962	18
77701	156332	142963	18
77702	156332	142964	18
77703	156332	142965	18
77704	156332	142966	18
77705	156332	142967	18
77706	156332	142968	18
77707	156332	142969	18
77708	156332	142970	18
77709	156332	142971	18
77710	156332	142972	18
77711	156332	142973	18
77712	156332	142974	18
77713	156332	142975	18
77714	156332	142976	18
77715	156332	142977	18
77716	156332	142978	18
77717	156332	142979	18
77718	156332	142980	18
77719	156332	142981	18
77720	156332	142982	18
77721	156332	142983	18
77722	156332	142984	18
77723	156332	142985	18
77724	156332	142986	18
77725	156332	142987	18
77726	156332	142988	18
77727	156332	142989	18
77728	156332	142990	18
77729	156332	142991	18
77730	156332	142992	18
77731	156332	142993	18
77732	156332	142994	18
78195	156333	142942	18
78196	156333	142943	18
78197	156333	142944	18
78198	156333	142945	18
78199	156333	142946	18
78200	156333	142947	18
78201	156333	142948	18
78202	156333	142949	18
78203	156333	142950	18
78204	156333	142951	18
78205	156333	142952	18
78206	156333	142953	18
78207	156333	142954	18
78208	156333	142955	18
78209	156333	142956	18
78210	156333	142957	18
78211	156333	142958	18
78212	156333	142959	18
78213	156333	142960	18
78214	156333	142961	18
78215	156333	142962	18
78216	156333	142963	18
78217	156333	142964	18
78218	156333	142965	18
78219	156333	142966	18
78220	156333	142967	18
78221	156333	142968	18
78222	156333	142969	18
78223	156333	142970	18
78224	156333	142971	18
78225	156333	142972	18
78226	156333	142973	18
78227	156333	142974	18
78228	156333	142975	18
78229	156333	142976	18
78230	156333	142977	18
78231	156333	142978	18
78232	156333	142979	18
78233	156333	142980	18
78234	156333	142981	18
78235	156333	142982	18
78236	156333	142983	18
78237	156333	142984	18
78238	156333	142985	18
78239	156333	142986	18
78240	156333	142987	18
78241	156333	142988	18
78242	156333	142989	18
78243	156333	142990	18
78244	156333	142991	18
78245	156333	142992	18
78246	156333	142993	18
78247	156333	142994	18
78710	156334	142942	18
78711	156334	142943	18
78712	156334	142944	18
78713	156334	142945	18
78714	156334	142946	18
78715	156334	142947	18
78716	156334	142948	18
78717	156334	142949	18
78718	156334	142950	18
78719	156334	142951	18
78720	156334	142952	18
78721	156334	142953	18
78722	156334	142954	18
78723	156334	142955	18
78724	156334	142956	18
78725	156334	142957	18
78726	156334	142958	18
78727	156334	142959	18
78728	156334	142960	18
78729	156334	142961	18
78730	156334	142962	18
