id	x	y	z
94054	156364	142836	18
94055	156364	142837	18
94056	156364	142838	18
94057	156364	142839	18
94058	156364	142840	18
94059	156364	142841	18
94060	156364	142842	18
94061	156364	142843	18
94062	156364	142844	18
94063	156364	142845	18
94064	156364	142846	18
94065	156364	142847	18
94066	156364	142848	18
94067	156364	142849	18
94068	156364	142850	18
94069	156364	142851	18
94070	156364	142852	18
94071	156364	142853	18
94072	156364	142854	18
94073	156364	142855	18
94074	156364	142856	18
94075	156364	142857	18
94076	156364	142858	18
94077	156364	142859	18
94078	156364	142860	18
94079	156364	142861	18
94080	156364	142862	18
94081	156364	142863	18
94082	156364	142864	18
94083	156364	142865	18
94084	156364	142866	18
94085	156364	142867	18
94086	156364	142868	18
94087	156364	142869	18
94088	156364	142870	18
94089	156364	142871	18
94090	156364	142872	18
94091	156364	142873	18
94092	156364	142874	18
94093	156364	142875	18
94094	156364	142876	18
94095	156364	142877	18
94096	156364	142878	18
94097	156364	142879	18
94098	156364	142880	18
94099	156364	142881	18
94100	156364	142882	18
94101	156364	142883	18
94102	156364	142884	18
94103	156364	142885	18
94104	156364	142886	18
94105	156364	142887	18
94106	156364	142888	18
94107	156364	142889	18
94108	156364	142890	18
94109	156364	142891	18
94110	156364	142892	18
94111	156364	142893	18
94112	156364	142894	18
94113	156364	142895	18
94114	156364	142896	18
94115	156364	142897	18
94116	156364	142898	18
94117	156364	142899	18
94118	156364	142900	18
94119	156364	142901	18
94120	156364	142902	18
94121	156364	142903	18
94122	156364	142904	18
94123	156364	142905	18
94124	156364	142906	18
94125	156364	142907	18
94126	156364	142908	18
94127	156364	142909	18
94128	156364	142910	18
94129	156364	142911	18
94130	156364	142912	18
94131	156364	142913	18
94132	156364	142914	18
94133	156364	142915	18
94134	156364	142916	18
94135	156364	142917	18
94136	156364	142918	18
94137	156364	142919	18
94138	156364	142920	18
94139	156364	142921	18
94140	156364	142922	18
94141	156364	142923	18
94142	156364	142924	18
94143	156364	142925	18
94144	156364	142926	18
94145	156364	142927	18
94146	156364	142928	18
94147	156364	142929	18
94148	156364	142930	18
94149	156364	142931	18
94150	156364	142932	18
94151	156364	142933	18
94152	156364	142934	18
94153	156364	142935	18
94154	156364	142936	18
94155	156364	142937	18
94156	156364	142938	18
94157	156364	142939	18
94158	156364	142940	18
94159	156364	142941	18
94160	156364	142942	18
94161	156364	142943	18
94162	156364	142944	18
94163	156364	142945	18
94164	156364	142946	18
94165	156364	142947	18
94166	156364	142948	18
94167	156364	142949	18
94168	156364	142950	18
94169	156364	142951	18
94170	156364	142952	18
94171	156364	142953	18
94172	156364	142954	18
94173	156364	142955	18
94174	156364	142956	18
94175	156364	142957	18
94176	156364	142958	18
94177	156364	142959	18
94178	156364	142960	18
94179	156364	142961	18
94180	156364	142962	18
94181	156364	142963	18
94182	156364	142964	18
94183	156364	142965	18
94184	156364	142966	18
94185	156364	142967	18
94186	156364	142968	18
94187	156364	142969	18
94188	156364	142970	18
94189	156364	142971	18
94190	156364	142972	18
94191	156364	142973	18
94192	156364	142974	18
94193	156364	142975	18
94194	156364	142976	18
94195	156364	142977	18
94196	156364	142978	18
94197	156364	142979	18
94198	156364	142980	18
94199	156364	142981	18
94200	156364	142982	18
94201	156364	142983	18
94202	156364	142984	18
94203	156364	142985	18
94204	156364	142986	18
94205	156364	142987	18
94206	156364	142988	18
94207	156364	142989	18
94208	156364	142990	18
94209	156364	142991	18
94210	156364	142992	18
94211	156364	142993	18
94212	156364	142994	18
94213	156364	142995	18
94214	156364	142996	18
94215	156364	142997	18
94216	156364	142998	18
94217	156364	142999	18
94218	156364	143000	18
94219	156364	143001	18
94220	156364	143002	18
94221	156364	143003	18
94222	156364	143004	18
94223	156364	143005	18
94224	156364	143006	18
94368	156365	142635	18
94369	156365	142636	18
94370	156365	142637	18
94371	156365	142638	18
94372	156365	142639	18
94373	156365	142640	18
94374	156365	142641	18
94375	156365	142642	18
94376	156365	142643	18
94377	156365	142644	18
94378	156365	142645	18
94379	156365	142646	18
94380	156365	142647	18
94381	156365	142648	18
94382	156365	142649	18
94383	156365	142650	18
94384	156365	142651	18
94385	156365	142652	18
94386	156365	142653	18
94387	156365	142654	18
94388	156365	142655	18
94389	156365	142656	18
94390	156365	142657	18
94391	156365	142658	18
94392	156365	142659	18
94393	156365	142660	18
94394	156365	142661	18
94395	156365	142662	18
94396	156365	142663	18
94397	156365	142664	18
94398	156365	142665	18
94399	156365	142666	18
94400	156365	142667	18
94401	156365	142668	18
94402	156365	142669	18
94403	156365	142670	18
94404	156365	142671	18
94405	156365	142672	18
94406	156365	142673	18
94407	156365	142674	18
94408	156365	142675	18
94409	156365	142676	18
94410	156365	142677	18
94411	156365	142678	18
94412	156365	142679	18
94413	156365	142680	18
94414	156365	142681	18
94415	156365	142682	18
94416	156365	142683	18
94417	156365	142684	18
94418	156365	142685	18
94419	156365	142686	18
94420	156365	142687	18
94421	156365	142688	18
94422	156365	142689	18
94423	156365	142690	18
94424	156365	142691	18
94425	156365	142692	18
94426	156365	142693	18
94427	156365	142694	18
94428	156365	142695	18
94429	156365	142696	18
94430	156365	142697	18
94431	156365	142698	18
94432	156365	142699	18
94433	156365	142700	18
94434	156365	142701	18
94435	156365	142702	18
94436	156365	142703	18
94437	156365	142704	18
94438	156365	142705	18
94439	156365	142706	18
94440	156365	142707	18
94441	156365	142708	18
94442	156365	142709	18
94443	156365	142710	18
94444	156365	142711	18
94445	156365	142712	18
94446	156365	142713	18
94447	156365	142714	18
94448	156365	142715	18
94449	156365	142716	18
94450	156365	142717	18
94451	156365	142718	18
94452	156365	142719	18
94453	156365	142720	18
94454	156365	142721	18
94455	156365	142722	18
94456	156365	142723	18
94457	156365	142724	18
94458	156365	142725	18
94459	156365	142726	18
94460	156365	142727	18
94461	156365	142728	18
94462	156365	142729	18
94463	156365	142730	18
94464	156365	142731	18
94465	156365	142732	18
94466	156365	142733	18
94467	156365	142734	18
94468	156365	142735	18
94469	156365	142736	18
94470	156365	142737	18
94471	156365	142738	18
94472	156365	142739	18
94473	156365	142740	18
94474	156365	142741	18
94475	156365	142742	18
94476	156365	142743	18
94477	156365	142744	18
94478	156365	142745	18
94479	156365	142746	18
94480	156365	142747	18
94481	156365	142748	18
94482	156365	142749	18
94483	156365	142750	18
94484	156365	142751	18
94485	156365	142752	18
94486	156365	142753	18
94487	156365	142754	18
94488	156365	142755	18
94489	156365	142756	18
94490	156365	142757	18
94491	156365	142758	18
94492	156365	142759	18
94493	156365	142760	18
94494	156365	142761	18
94495	156365	142762	18
94496	156365	142763	18
94497	156365	142764	18
94498	156365	142765	18
94499	156365	142766	18
94500	156365	142767	18
94501	156365	142768	18
94502	156365	142769	18
94503	156365	142770	18
94504	156365	142771	18
94505	156365	142772	18
94506	156365	142773	18
94507	156365	142774	18
94508	156365	142775	18
94509	156365	142776	18
94510	156365	142777	18
94511	156365	142778	18
94512	156365	142779	18
94513	156365	142780	18
94514	156365	142781	18
94515	156365	142782	18
94537	156365	142804	18
94538	156365	142805	18
94539	156365	142806	18
94540	156365	142807	18
94541	156365	142808	18
94542	156365	142809	18
94543	156365	142810	18
94544	156365	142811	18
94545	156365	142812	18
94546	156365	142813	18
94547	156365	142814	18
94548	156365	142815	18
94549	156365	142816	18
94550	156365	142817	18
94551	156365	142818	18
94552	156365	142819	18
94553	156365	142820	18
94554	156365	142821	18
94555	156365	142822	18
94556	156365	142823	18
94557	156365	142824	18
94558	156365	142825	18
94559	156365	142826	18
94560	156365	142827	18
94561	156365	142828	18
94562	156365	142829	18
94563	156365	142830	18
94564	156365	142831	18
94565	156365	142832	18
94566	156365	142833	18
94567	156365	142834	18
94568	156365	142835	18
94569	156365	142836	18
94570	156365	142837	18
94571	156365	142838	18
94572	156365	142839	18
94573	156365	142840	18
94574	156365	142841	18
94575	156365	142842	18
94576	156365	142843	18
94577	156365	142844	18
94578	156365	142845	18
94579	156365	142846	18
94580	156365	142847	18
94581	156365	142848	18
94582	156365	142849	18
94583	156365	142850	18
94584	156365	142851	18
94585	156365	142852	18
94586	156365	142853	18
94587	156365	142854	18
94588	156365	142855	18
94589	156365	142856	18
94590	156365	142857	18
94591	156365	142858	18
94592	156365	142859	18
94593	156365	142860	18
94594	156365	142861	18
94595	156365	142862	18
94596	156365	142863	18
94597	156365	142864	18
94598	156365	142865	18
94599	156365	142866	18
94600	156365	142867	18
94601	156365	142868	18
94602	156365	142869	18
94603	156365	142870	18
94604	156365	142871	18
94605	156365	142872	18
94606	156365	142873	18
94607	156365	142874	18
94608	156365	142875	18
94609	156365	142876	18
94610	156365	142877	18
94611	156365	142878	18
94612	156365	142879	18
94613	156365	142880	18
94614	156365	142881	18
94615	156365	142882	18
94616	156365	142883	18
94617	156365	142884	18
94618	156365	142885	18
94619	156365	142886	18
94620	156365	142887	18
94621	156365	142888	18
94622	156365	142889	18
94623	156365	142890	18
94624	156365	142891	18
94625	156365	142892	18
94626	156365	142893	18
94627	156365	142894	18
94628	156365	142895	18
94629	156365	142896	18
94630	156365	142897	18
94631	156365	142898	18
94632	156365	142899	18
94633	156365	142900	18
94634	156365	142901	18
94635	156365	142902	18
94636	156365	142903	18
94637	156365	142904	18
94638	156365	142905	18
94639	156365	142906	18
94640	156365	142907	18
94641	156365	142908	18
94642	156365	142909	18
94643	156365	142910	18
94644	156365	142911	18
94645	156365	142912	18
94646	156365	142913	18
94647	156365	142914	18
94648	156365	142915	18
94649	156365	142916	18
94650	156365	142917	18
94651	156365	142918	18
94652	156365	142919	18
94653	156365	142920	18
94654	156365	142921	18
94655	156365	142922	18
94656	156365	142923	18
94657	156365	142924	18
94658	156365	142925	18
94659	156365	142926	18
94660	156365	142927	18
94661	156365	142928	18
94662	156365	142929	18
94663	156365	142930	18
94664	156365	142931	18
94665	156365	142932	18
94666	156365	142933	18
94667	156365	142934	18
94668	156365	142935	18
94669	156365	142936	18
94670	156365	142937	18
94671	156365	142938	18
94672	156365	142939	18
94673	156365	142940	18
94674	156365	142941	18
94675	156365	142942	18
94676	156365	142943	18
94677	156365	142944	18
94678	156365	142945	18
94679	156365	142946	18
94680	156365	142947	18
94681	156365	142948	18
94682	156365	142949	18
94683	156365	142950	18
94684	156365	142951	18
94685	156365	142952	18
94686	156365	142953	18
94687	156365	142954	18
94688	156365	142955	18
94689	156365	142956	18
94690	156365	142957	18
94691	156365	142958	18
94692	156365	142959	18
94693	156365	142960	18
94694	156365	142961	18
94695	156365	142962	18
94696	156365	142963	18
94697	156365	142964	18
94698	156365	142965	18
94699	156365	142966	18
94700	156365	142967	18
94701	156365	142968	18
94702	156365	142969	18
94703	156365	142970	18
94704	156365	142971	18
94705	156365	142972	18
94706	156365	142973	18
94707	156365	142974	18
94708	156365	142975	18
94709	156365	142976	18
94710	156365	142977	18
94711	156365	142978	18
94712	156365	142979	18
94713	156365	142980	18
94714	156365	142981	18
94715	156365	142982	18
94716	156365	142983	18
94717	156365	142984	18
94718	156365	142985	18
94719	156365	142986	18
94720	156365	142987	18
94721	156365	142988	18
94722	156365	142989	18
94723	156365	142990	18
94724	156365	142991	18
94725	156365	142992	18
94726	156365	142993	18
94727	156365	142994	18
94728	156365	142995	18
94729	156365	142996	18
94730	156365	142997	18
94731	156365	142998	18
94732	156365	142999	18
94733	156365	143000	18
94734	156365	143001	18
94735	156365	143002	18
94736	156365	143003	18
94737	156365	143004	18
94738	156365	143005	18
94739	156365	143006	18
94882	156366	142634	18
94883	156366	142635	18
94884	156366	142636	18
94885	156366	142637	18
94886	156366	142638	18
94887	156366	142639	18
94888	156366	142640	18
94889	156366	142641	18
94890	156366	142642	18
94891	156366	142643	18
94892	156366	142644	18
94893	156366	142645	18
94894	156366	142646	18
94895	156366	142647	18
94896	156366	142648	18
94897	156366	142649	18
94898	156366	142650	18
94899	156366	142651	18
94900	156366	142652	18
94901	156366	142653	18
94902	156366	142654	18
94903	156366	142655	18
94904	156366	142656	18
94905	156366	142657	18
94906	156366	142658	18
94907	156366	142659	18
94908	156366	142660	18
94909	156366	142661	18
94910	156366	142662	18
94911	156366	142663	18
94912	156366	142664	18
94913	156366	142665	18
94914	156366	142666	18
94915	156366	142667	18
94916	156366	142668	18
94917	156366	142669	18
94918	156366	142670	18
94919	156366	142671	18
94920	156366	142672	18
94921	156366	142673	18
94922	156366	142674	18
94923	156366	142675	18
94924	156366	142676	18
94925	156366	142677	18
94926	156366	142678	18
94927	156366	142679	18
94928	156366	142680	18
94929	156366	142681	18
94930	156366	142682	18
94931	156366	142683	18
94932	156366	142684	18
94933	156366	142685	18
94934	156366	142686	18
94935	156366	142687	18
94936	156366	142688	18
94937	156366	142689	18
94938	156366	142690	18
94939	156366	142691	18
94940	156366	142692	18
94941	156366	142693	18
94942	156366	142694	18
94943	156366	142695	18
94944	156366	142696	18
94945	156366	142697	18
94946	156366	142698	18
94947	156366	142699	18
94948	156366	142700	18
94949	156366	142701	18
94950	156366	142702	18
94951	156366	142703	18
94952	156366	142704	18
94953	156366	142705	18
94954	156366	142706	18
94955	156366	142707	18
94956	156366	142708	18
94957	156366	142709	18
94958	156366	142710	18
94959	156366	142711	18
94960	156366	142712	18
94961	156366	142713	18
94962	156366	142714	18
94963	156366	142715	18
94964	156366	142716	18
94965	156366	142717	18
94966	156366	142718	18
94967	156366	142719	18
94968	156366	142720	18
94969	156366	142721	18
94970	156366	142722	18
94971	156366	142723	18
94972	156366	142724	18
94973	156366	142725	18
94974	156366	142726	18
94975	156366	142727	18
94976	156366	142728	18
94977	156366	142729	18
94978	156366	142730	18
94979	156366	142731	18
94980	156366	142732	18
94981	156366	142733	18
94982	156366	142734	18
94983	156366	142735	18
94984	156366	142736	18
94985	156366	142737	18
94986	156366	142738	18
94987	156366	142739	18
94988	156366	142740	18
94989	156366	142741	18
94990	156366	142742	18
94991	156366	142743	18
94992	156366	142744	18
94993	156366	142745	18
94994	156366	142746	18
94995	156366	142747	18
94996	156366	142748	18
94997	156366	142749	18
94998	156366	142750	18
94999	156366	142751	18
95000	156366	142752	18
95001	156366	142753	18
95002	156366	142754	18
95003	156366	142755	18
95004	156366	142756	18
95005	156366	142757	18
95006	156366	142758	18
95007	156366	142759	18
95008	156366	142760	18
95009	156366	142761	18
95010	156366	142762	18
95011	156366	142763	18
95012	156366	142764	18
95013	156366	142765	18
95014	156366	142766	18
95015	156366	142767	18
95016	156366	142768	18
95017	156366	142769	18
95018	156366	142770	18
95019	156366	142771	18
95020	156366	142772	18
95021	156366	142773	18
95022	156366	142774	18
95023	156366	142775	18
95024	156366	142776	18
95025	156366	142777	18
95026	156366	142778	18
95027	156366	142779	18
95028	156366	142780	18
95029	156366	142781	18
95030	156366	142782	18
95031	156366	142783	18
95032	156366	142784	18
95033	156366	142785	18
95034	156366	142786	18
95035	156366	142787	18
95036	156366	142788	18
95037	156366	142789	18
95038	156366	142790	18
95039	156366	142791	18
95040	156366	142792	18
95041	156366	142793	18
95053	156366	142805	18
95054	156366	142806	18
95055	156366	142807	18
95056	156366	142808	18
95057	156366	142809	18
95058	156366	142810	18
95059	156366	142811	18
95060	156366	142812	18
95061	156366	142813	18
95062	156366	142814	18
95063	156366	142815	18
95064	156366	142816	18
95065	156366	142817	18
95066	156366	142818	18
95067	156366	142819	18
95068	156366	142820	18
95069	156366	142821	18
95070	156366	142822	18
95071	156366	142823	18
95072	156366	142824	18
95073	156366	142825	18
95074	156366	142826	18
95075	156366	142827	18
95076	156366	142828	18
95077	156366	142829	18
95078	156366	142830	18
95079	156366	142831	18
95080	156366	142832	18
95081	156366	142833	18
95082	156366	142834	18
95083	156366	142835	18
95084	156366	142836	18
95085	156366	142837	18
95086	156366	142838	18
95087	156366	142839	18
95088	156366	142840	18
95089	156366	142841	18
95090	156366	142842	18
95091	156366	142843	18
95092	156366	142844	18
95093	156366	142845	18
95094	156366	142846	18
95095	156366	142847	18
95096	156366	142848	18
95097	156366	142849	18
95098	156366	142850	18
95099	156366	142851	18
95100	156366	142852	18
95101	156366	142853	18
95102	156366	142854	18
95103	156366	142855	18
95104	156366	142856	18
95105	156366	142857	18
95106	156366	142858	18
95107	156366	142859	18
95108	156366	142860	18
95109	156366	142861	18
95110	156366	142862	18
95111	156366	142863	18
95112	156366	142864	18
95113	156366	142865	18
95114	156366	142866	18
95115	156366	142867	18
95116	156366	142868	18
95117	156366	142869	18
95118	156366	142870	18
95119	156366	142871	18
95120	156366	142872	18
95121	156366	142873	18
95122	156366	142874	18
95123	156366	142875	18
95124	156366	142876	18
95125	156366	142877	18
95126	156366	142878	18
95127	156366	142879	18
95128	156366	142880	18
95129	156366	142881	18
95130	156366	142882	18
95131	156366	142883	18
95132	156366	142884	18
95133	156366	142885	18
95134	156366	142886	18
95135	156366	142887	18
95136	156366	142888	18
95137	156366	142889	18
95138	156366	142890	18
95139	156366	142891	18
95140	156366	142892	18
95141	156366	142893	18
95142	156366	142894	18
95143	156366	142895	18
95144	156366	142896	18
95145	156366	142897	18
95146	156366	142898	18
95147	156366	142899	18
95148	156366	142900	18
95149	156366	142901	18
95150	156366	142902	18
95151	156366	142903	18
95152	156366	142904	18
95153	156366	142905	18
95154	156366	142906	18
95155	156366	142907	18
95156	156366	142908	18
95157	156366	142909	18
95158	156366	142910	18
95159	156366	142911	18
95160	156366	142912	18
95161	156366	142913	18
95162	156366	142914	18
95163	156366	142915	18
95164	156366	142916	18
95165	156366	142917	18
95166	156366	142918	18
95167	156366	142919	18
95168	156366	142920	18
95169	156366	142921	18
95170	156366	142922	18
95171	156366	142923	18
95172	156366	142924	18
95173	156366	142925	18
95174	156366	142926	18
95175	156366	142927	18
95176	156366	142928	18
95177	156366	142929	18
95178	156366	142930	18
95179	156366	142931	18
95180	156366	142932	18
95181	156366	142933	18
95182	156366	142934	18
95183	156366	142935	18
95184	156366	142936	18
95185	156366	142937	18
95186	156366	142938	18
95187	156366	142939	18
95188	156366	142940	18
95189	156366	142941	18
95190	156366	142942	18
95191	156366	142943	18
95192	156366	142944	18
95193	156366	142945	18
95194	156366	142946	18
95195	156366	142947	18
95196	156366	142948	18
95197	156366	142949	18
95198	156366	142950	18
95199	156366	142951	18
95200	156366	142952	18
95201	156366	142953	18
95202	156366	142954	18
95203	156366	142955	18
95204	156366	142956	18
95205	156366	142957	18
95206	156366	142958	18
95207	156366	142959	18
95208	156366	142960	18
95209	156366	142961	18
95210	156366	142962	18
95211	156366	142963	18
95212	156366	142964	18
95213	156366	142965	18
95214	156366	142966	18
95215	156366	142967	18
95216	156366	142968	18
95217	156366	142969	18
95218	156366	142970	18
95219	156366	142971	18
95220	156366	142972	18
95221	156366	142973	18
95222	156366	142974	18
95223	156366	142975	18
95224	156366	142976	18
95225	156366	142977	18
95226	156366	142978	18
95227	156366	142979	18
95228	156366	142980	18
95229	156366	142981	18
95230	156366	142982	18
95231	156366	142983	18
95232	156366	142984	18
95233	156366	142985	18
95234	156366	142986	18
95235	156366	142987	18
95236	156366	142988	18
95237	156366	142989	18
95238	156366	142990	18
95239	156366	142991	18
95240	156366	142992	18
95241	156366	142993	18
95242	156366	142994	18
95243	156366	142995	18
95244	156366	142996	18
95245	156366	142997	18
95246	156366	142998	18
95247	156366	142999	18
95248	156366	143000	18
95249	156366	143001	18
95250	156366	143002	18
95251	156366	143003	18
95252	156366	143004	18
95253	156366	143005	18
95254	156366	143006	18
95396	156367	142633	18
95397	156367	142634	18
95398	156367	142635	18
95399	156367	142636	18
95400	156367	142637	18
95401	156367	142638	18
95402	156367	142639	18
95403	156367	142640	18
95404	156367	142641	18
95405	156367	142642	18
95406	156367	142643	18
95407	156367	142644	18
95408	156367	142645	18
95409	156367	142646	18
95410	156367	142647	18
95411	156367	142648	18
95412	156367	142649	18
95413	156367	142650	18
95414	156367	142651	18
95415	156367	142652	18
95416	156367	142653	18
95417	156367	142654	18
95418	156367	142655	18
95419	156367	142656	18
95420	156367	142657	18
95421	156367	142658	18
95422	156367	142659	18
95423	156367	142660	18
95424	156367	142661	18
95425	156367	142662	18
95426	156367	142663	18
95427	156367	142664	18
95428	156367	142665	18
95429	156367	142666	18
95430	156367	142667	18
95431	156367	142668	18
95432	156367	142669	18
95433	156367	142670	18
95434	156367	142671	18
95435	156367	142672	18
95436	156367	142673	18
95437	156367	142674	18
95438	156367	142675	18
95439	156367	142676	18
95440	156367	142677	18
95441	156367	142678	18
95442	156367	142679	18
95443	156367	142680	18
95444	156367	142681	18
95445	156367	142682	18
95446	156367	142683	18
95447	156367	142684	18
95448	156367	142685	18
95449	156367	142686	18
95450	156367	142687	18
95451	156367	142688	18
95452	156367	142689	18
95453	156367	142690	18
95454	156367	142691	18
95455	156367	142692	18
95456	156367	142693	18
95457	156367	142694	18
95458	156367	142695	18
95459	156367	142696	18
95460	156367	142697	18
95461	156367	142698	18
95462	156367	142699	18
95463	156367	142700	18
95464	156367	142701	18
95465	156367	142702	18
95466	156367	142703	18
95467	156367	142704	18
95468	156367	142705	18
95469	156367	142706	18
95470	156367	142707	18
95471	156367	142708	18
95472	156367	142709	18
95473	156367	142710	18
95474	156367	142711	18
95475	156367	142712	18
95476	156367	142713	18
95477	156367	142714	18
95478	156367	142715	18
95479	156367	142716	18
95480	156367	142717	18
95481	156367	142718	18
95482	156367	142719	18
95483	156367	142720	18
95484	156367	142721	18
95485	156367	142722	18
95486	156367	142723	18
95487	156367	142724	18
95488	156367	142725	18
95489	156367	142726	18
95490	156367	142727	18
95491	156367	142728	18
95492	156367	142729	18
95493	156367	142730	18
95494	156367	142731	18
95495	156367	142732	18
95496	156367	142733	18
95497	156367	142734	18
95498	156367	142735	18
95499	156367	142736	18
95500	156367	142737	18
95501	156367	142738	18
95502	156367	142739	18
95503	156367	142740	18
95504	156367	142741	18
95505	156367	142742	18
95506	156367	142743	18
95507	156367	142744	18
95508	156367	142745	18
95509	156367	142746	18
95510	156367	142747	18
95511	156367	142748	18
95512	156367	142749	18
95513	156367	142750	18
95514	156367	142751	18
95515	156367	142752	18
95516	156367	142753	18
95517	156367	142754	18
95518	156367	142755	18
95519	156367	142756	18
95520	156367	142757	18
95521	156367	142758	18
95522	156367	142759	18
95523	156367	142760	18
95524	156367	142761	18
95525	156367	142762	18
95526	156367	142763	18
95527	156367	142764	18
95528	156367	142765	18
95529	156367	142766	18
95530	156367	142767	18
95531	156367	142768	18
95532	156367	142769	18
95533	156367	142770	18
95534	156367	142771	18
95535	156367	142772	18
95536	156367	142773	18
95537	156367	142774	18
95538	156367	142775	18
95539	156367	142776	18
95540	156367	142777	18
95541	156367	142778	18
95542	156367	142779	18
95543	156367	142780	18
95544	156367	142781	18
95545	156367	142782	18
95546	156367	142783	18
95547	156367	142784	18
95548	156367	142785	18
95549	156367	142786	18
95550	156367	142787	18
95551	156367	142788	18
95552	156367	142789	18
95553	156367	142790	18
95554	156367	142791	18
95555	156367	142792	18
95556	156367	142793	18
95557	156367	142794	18
95558	156367	142795	18
95559	156367	142796	18
95560	156367	142797	18
95561	156367	142798	18
95562	156367	142799	18
95563	156367	142800	18
95564	156367	142801	18
95565	156367	142802	18
95566	156367	142803	18
95568	156367	142805	18
95569	156367	142806	18
95570	156367	142807	18
95571	156367	142808	18
95572	156367	142809	18
95573	156367	142810	18
95574	156367	142811	18
95575	156367	142812	18
95576	156367	142813	18
95577	156367	142814	18
95578	156367	142815	18
95579	156367	142816	18
95580	156367	142817	18
95581	156367	142818	18
95582	156367	142819	18
95583	156367	142820	18
95584	156367	142821	18
95585	156367	142822	18
95586	156367	142823	18
95587	156367	142824	18
95588	156367	142825	18
95589	156367	142826	18
95590	156367	142827	18
95591	156367	142828	18
95592	156367	142829	18
95593	156367	142830	18
95594	156367	142831	18
95595	156367	142832	18
95596	156367	142833	18
95597	156367	142834	18
95598	156367	142835	18
95599	156367	142836	18
95600	156367	142837	18
95601	156367	142838	18
95602	156367	142839	18
95603	156367	142840	18
95604	156367	142841	18
95605	156367	142842	18
95606	156367	142843	18
95607	156367	142844	18
95608	156367	142845	18
95609	156367	142846	18
95610	156367	142847	18
95611	156367	142848	18
95612	156367	142849	18
95613	156367	142850	18
95614	156367	142851	18
95615	156367	142852	18
95616	156367	142853	18
95617	156367	142854	18
95618	156367	142855	18
95619	156367	142856	18
95620	156367	142857	18
95621	156367	142858	18
95622	156367	142859	18
95623	156367	142860	18
95624	156367	142861	18
95625	156367	142862	18
95626	156367	142863	18
95627	156367	142864	18
95628	156367	142865	18
95629	156367	142866	18
95630	156367	142867	18
95631	156367	142868	18
95632	156367	142869	18
95633	156367	142870	18
95634	156367	142871	18
95635	156367	142872	18
95636	156367	142873	18
95637	156367	142874	18
95638	156367	142875	18
95639	156367	142876	18
95640	156367	142877	18
95641	156367	142878	18
95642	156367	142879	18
95643	156367	142880	18
95644	156367	142881	18
95645	156367	142882	18
95646	156367	142883	18
95647	156367	142884	18
95648	156367	142885	18
95649	156367	142886	18
95650	156367	142887	18
95651	156367	142888	18
95652	156367	142889	18
95653	156367	142890	18
95654	156367	142891	18
95655	156367	142892	18
95656	156367	142893	18
95657	156367	142894	18
95658	156367	142895	18
95659	156367	142896	18
95660	156367	142897	18
95661	156367	142898	18
95662	156367	142899	18
95663	156367	142900	18
95664	156367	142901	18
95665	156367	142902	18
95666	156367	142903	18
95667	156367	142904	18
95668	156367	142905	18
95669	156367	142906	18
95670	156367	142907	18
95671	156367	142908	18
95672	156367	142909	18
95673	156367	142910	18
95674	156367	142911	18
95675	156367	142912	18
95676	156367	142913	18
95677	156367	142914	18
95678	156367	142915	18
95679	156367	142916	18
95680	156367	142917	18
95681	156367	142918	18
95682	156367	142919	18
95683	156367	142920	18
95684	156367	142921	18
95685	156367	142922	18
95686	156367	142923	18
95687	156367	142924	18
95688	156367	142925	18
95689	156367	142926	18
95690	156367	142927	18
95691	156367	142928	18
95692	156367	142929	18
95693	156367	142930	18
95694	156367	142931	18
95695	156367	142932	18
95696	156367	142933	18
95697	156367	142934	18
95698	156367	142935	18
95699	156367	142936	18
95700	156367	142937	18
95701	156367	142938	18
95702	156367	142939	18
95703	156367	142940	18
95704	156367	142941	18
95705	156367	142942	18
95706	156367	142943	18
95707	156367	142944	18
95708	156367	142945	18
95709	156367	142946	18
95710	156367	142947	18
95711	156367	142948	18
95712	156367	142949	18
95713	156367	142950	18
95714	156367	142951	18
95715	156367	142952	18
95716	156367	142953	18
95717	156367	142954	18
95718	156367	142955	18
95719	156367	142956	18
95720	156367	142957	18
95721	156367	142958	18
95722	156367	142959	18
95723	156367	142960	18
95724	156367	142961	18
95725	156367	142962	18
95726	156367	142963	18
95727	156367	142964	18
95728	156367	142965	18
95729	156367	142966	18
95730	156367	142967	18
95731	156367	142968	18
95732	156367	142969	18
95733	156367	142970	18
95734	156367	142971	18
95735	156367	142972	18
95736	156367	142973	18
95737	156367	142974	18
95738	156367	142975	18
95739	156367	142976	18
95740	156367	142977	18
95741	156367	142978	18
95742	156367	142979	18
95743	156367	142980	18
95744	156367	142981	18
95745	156367	142982	18
95746	156367	142983	18
95747	156367	142984	18
95748	156367	142985	18
95749	156367	142986	18
95750	156367	142987	18
95751	156367	142988	18
95752	156367	142989	18
95753	156367	142990	18
95754	156367	142991	18
95755	156367	142992	18
95756	156367	142993	18
95757	156367	142994	18
95758	156367	142995	18
95759	156367	142996	18
95760	156367	142997	18
95761	156367	142998	18
95762	156367	142999	18
95763	156367	143000	18
95764	156367	143001	18
95765	156367	143002	18
95766	156367	143003	18
95767	156367	143004	18
95768	156367	143005	18
95769	156367	143006	18
95910	156368	142632	18
95911	156368	142633	18
95912	156368	142634	18
95913	156368	142635	18
95914	156368	142636	18
95915	156368	142637	18
95916	156368	142638	18
95917	156368	142639	18
95918	156368	142640	18
95919	156368	142641	18
95920	156368	142642	18
95921	156368	142643	18
95922	156368	142644	18
95923	156368	142645	18
95924	156368	142646	18
