id,user_id,project,timestamp,task_x,task_y,task_z,decision,yes_count,maybe_count,bad_imagery_count
18-156301-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616495,156301,142964,18,1,2,0,0
18-156301-142965,fAhhTIkJnzOS3IwRrWwdIOteMXI3,2020,1478810131068,156301,142965,18,2,0,1,0
18-156301-142971,ayghWbUQ8bXTX0kqVIP76yCNTRi2,2020,1478638357977,156301,142971,18,2,0,1,0
18-156302-142961,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285021,156302,142961,18,1,5,0,0
18-156302-142962,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616496,156302,142962,18,1,1,0,0
18-156302-142963,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478614014683,156302,142963,18,1,3,0,0
18-156302-142970,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478810459813,156302,142970,18,2,0,1,0
18-156302-142971,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544887,156302,142971,18,1.5,1,1,0
18-156302-142972,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544924,156302,142972,18,1,1,0,0
18-156302-142974,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559864,156302,142974,18,1,1,0,0
18-156303-142957,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854304,156303,142957,18,1,4,0,0
18-156303-142958,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854307,156303,142958,18,1,4,0,0
18-156303-142959,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812284962,156303,142959,18,1.2,4,1,0
18-156303-142960,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812284963,156303,142960,18,1,5,0,0
18-156303-142961,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285020,156303,142961,18,1,5,0,0
18-156303-142962,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478614014736,156303,142962,18,1,4,0,0
18-156303-142963,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478614014685,156303,142963,18,1,4,0,0
18-156303-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616537,156303,142964,18,1,2,0,0
18-156303-142967,fAhhTIkJnzOS3IwRrWwdIOteMXI3,2020,1478810131070,156303,142967,18,2,0,1,0
18-156304-142956,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854305,156304,142956,18,1,4,0,0
18-156304-142957,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854306,156304,142957,18,1,4,0,0
18-156304-142958,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854307,156304,142958,18,1,4,0,0
18-156304-142959,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285052,156304,142959,18,1,5,0,0
18-156304-142960,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285022,156304,142960,18,1,5,0,0
18-156304-142961,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285088,156304,142961,18,1,5,0,0
18-156304-142962,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478614014734,156304,142962,18,1,4,0,0
18-156304-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616536,156304,142963,18,1,3,0,0
18-156304-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616538,156304,142964,18,1,1,0,0
18-156304-142974,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559865,156304,142974,18,2,0,1,0
18-156305-142951,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690159,156305,142951,18,1,4,0,0
18-156305-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690160,156305,142952,18,1,4,0,0
18-156305-142953,nkUXKiZqODQ2dMQEUBR3TQc3YtR2,2020,1478643446802,156305,142953,18,1,3,0,0
18-156305-142956,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854308,156305,142956,18,1,4,0,0
18-156305-142957,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854310,156305,142957,18,1,4,0,0
18-156305-142958,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854311,156305,142958,18,1,4,0,0
18-156305-142959,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285087,156305,142959,18,1,5,0,0
18-156305-142960,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285053,156305,142960,18,1.333333333,2,1,0
18-156305-142961,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285088,156305,142961,18,1.5,1,1,0
18-156305-142962,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616539,156305,142962,18,1,1,0,0
18-156305-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616539,156305,142963,18,1,1,0,0
18-156305-142967,fAhhTIkJnzOS3IwRrWwdIOteMXI3,2020,1478810131077,156305,142967,18,1,1,0,0
18-156306-142950,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690155,156306,142950,18,1,4,0,0
18-156306-142951,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690158,156306,142951,18,1,4,0,0
18-156306-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690161,156306,142952,18,1,4,0,0
18-156306-142953,nkUXKiZqODQ2dMQEUBR3TQc3YtR2,2020,1478643446803,156306,142953,18,1,3,0,0
18-156306-142954,nkUXKiZqODQ2dMQEUBR3TQc3YtR2,2020,1478643446804,156306,142954,18,1,3,0,0
18-156306-142955,nkUXKiZqODQ2dMQEUBR3TQc3YtR2,2020,1478643446808,156306,142955,18,1,3,0,0
18-156306-142956,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811854309,156306,142956,18,1,4,0,0
18-156306-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189178,156306,142959,18,1,1,0,0
18-156306-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189128,156306,142960,18,1,1,0,0
18-156306-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189180,156306,142961,18,1,1,0,0
18-156306-142966,Q3OYqDqnbeSbnu8J9T0hM2zvraH2,2020,1478774423969,156306,142966,18,2,0,1,0
18-156306-142967,fAhhTIkJnzOS3IwRrWwdIOteMXI3,2020,1478810131120,156306,142967,18,2,0,1,0
18-156307-142949,r67Xv3iHwJPzWhX1jxIkSGtAC2K3,2020,1480947239155,156307,142949,18,2,0,1,0
18-156307-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690162,156307,142952,18,1,1,0,0
18-156307-142953,nkUXKiZqODQ2dMQEUBR3TQc3YtR2,2020,1478643446805,156307,142953,18,1,3,0,0
18-156307-142954,nkUXKiZqODQ2dMQEUBR3TQc3YtR2,2020,1478643446806,156307,142954,18,1,3,0,0
18-156307-142955,nkUXKiZqODQ2dMQEUBR3TQc3YtR2,2020,1478643446807,156307,142955,18,1,3,0,0
18-156307-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189179,156307,142959,18,1,2,0,0
18-156307-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189181,156307,142961,18,2,0,1,0
18-156307-142965,Q3OYqDqnbeSbnu8J9T0hM2zvraH2,2020,1478774423971,156307,142965,18,2,0,1,0
18-156308-142951,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690170,156308,142951,18,1,1,0,0
18-156308-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690163,156308,142952,18,1,1,0,0
18-156308-142959,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285118,156308,142959,18,1.666666666,1,2,0
18-156308-142960,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285119,156308,142960,18,1.666666666,1,2,0
18-156308-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189111,156308,142961,18,1.5,1,1,0
18-156308-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616541,156308,142963,18,1,1,0,0
18-156308-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616541,156308,142964,18,1,1,0,0
18-156308-142968,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695151,156308,142968,18,1,4,0,0
18-156308-142969,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695153,156308,142969,18,1,4,0,0
18-156308-142970,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695154,156308,142970,18,1,4,0,0
18-156308-142971,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544925,156308,142971,18,1,4,0,0
18-156308-142975,S8bj5i7xXwPdk6lq4qbA7k1IX773,2020,1478613222293,156308,142975,18,1,1,0,0
18-156309-142950,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690170,156309,142950,18,1,1,0,0
18-156309-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690174,156309,142952,18,1,1,0,0
18-156309-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189118,156309,142959,18,1.5,1,1,0
18-156309-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189116,156309,142960,18,1.5,1,1,0
18-156309-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189112,156309,142961,18,1.5,1,1,0
18-156309-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616543,156309,142963,18,1.5,1,1,0
18-156309-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616542,156309,142964,18,1,1,0,0
18-156309-142967,fAhhTIkJnzOS3IwRrWwdIOteMXI3,2020,1478810131119,156309,142967,18,1.333333333,2,1,0
18-156309-142968,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478810459847,156309,142968,18,1,3,0,0
18-156309-142969,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695157,156309,142969,18,1,4,0,0
18-156309-142970,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478810459911,156309,142970,18,1,1,0,0
18-156309-142971,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544934,156309,142971,18,1,5,0,0
18-156310-142950,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690171,156310,142950,18,1,1,0,0
18-156310-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690174,156310,142952,18,1,1,0,0
18-156310-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189134,156310,142959,18,1.333333333,2,1,0
18-156310-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189136,156310,142960,18,1.5,1,1,0
18-156310-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189139,156310,142961,18,1.5,1,1,0
18-156310-142962,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616544,156310,142962,18,2,0,1,0
18-156310-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616544,156310,142963,18,1,1,0,0
18-156310-142965,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485011,156310,142965,18,1.333333333,2,1,0
18-156310-142966,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485009,156310,142966,18,1,4,0,0
18-156310-142967,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722484999,156310,142967,18,1,5,0,0
18-156310-142968,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478810459909,156310,142968,18,1,1,0,0
18-156310-142969,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695159,156310,142969,18,1,4,0,0
18-156310-142970,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478810459910,156310,142970,18,1,1,0,0
18-156310-142971,ayghWbUQ8bXTX0kqVIP76yCNTRi2,2020,1478638357979,156310,142971,18,1,2,0,0
18-156310-142972,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478617595463,156310,142972,18,1,3,0,0
18-156310-142973,ayghWbUQ8bXTX0kqVIP76yCNTRi2,2020,1478638358025,156310,142973,18,1,2,0,0
18-156310-142976,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559866,156310,142976,18,2,0,1,0
18-156311-142950,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690181,156311,142950,18,1,1,0,0
18-156311-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690179,156311,142952,18,1,1,0,0
18-156311-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189135,156311,142959,18,1.5,1,1,0
18-156311-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189138,156311,142960,18,1.5,1,1,0
18-156311-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189182,156311,142961,18,1.5,1,1,0
18-156311-142962,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616545,156311,142962,18,2,0,1,0
18-156311-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616549,156311,142963,18,2,0,1,0
18-156311-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616547,156311,142964,18,2,0,1,0
18-156311-142965,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485018,156311,142965,18,1,1,0,0
18-156311-142966,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485010,156311,142966,18,1,2,0,0
18-156311-142967,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485000,156311,142967,18,1,5,0,0
18-156311-142968,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695161,156311,142968,18,1,4,0,0
18-156311-142973,ayghWbUQ8bXTX0kqVIP76yCNTRi2,2020,1478638358104,156311,142973,18,1,1,0,0
18-156311-142975,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559868,156311,142975,18,2,0,1,0
18-156312-142950,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690185,156312,142950,18,1,1,0,0
18-156312-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690180,156312,142952,18,1,1,0,0
18-156312-142959,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285947,156312,142959,18,1.666666666,1,2,0
18-156312-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189243,156312,142960,18,1.5,1,1,0
18-156312-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189245,156312,142961,18,1.5,1,1,0
18-156312-142962,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616546,156312,142962,18,1.5,1,1,0
18-156312-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616548,156312,142963,18,2,0,1,0
18-156312-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616547,156312,142964,18,2,0,1,0
18-156312-142965,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485030,156312,142965,18,1,1,0,0
18-156312-142966,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485029,156312,142966,18,1.5,1,1,0
18-156312-142967,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485019,156312,142967,18,0.8,4,0,0
18-156312-142968,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695162,156312,142968,18,1,4,0,0
18-156312-142969,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695163,156312,142969,18,1,4,0,0
18-156312-142972,ayghWbUQ8bXTX0kqVIP76yCNTRi2,2020,1478638358026,156312,142972,18,1,1,0,0
18-156312-142973,fjQ72i9sIsgyZTZXX3dnAN4pWHj1,2020,1479222152055,156312,142973,18,1,1,0,0
18-156312-142980,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478613029092,156312,142980,18,2,0,1,0
18-156313-142951,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690186,156313,142951,18,1,1,0,0
18-156313-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690195,156313,142952,18,1,1,0,0
18-156313-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189242,156313,142959,18,1.5,1,1,0
18-156313-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189244,156313,142960,18,1.5,1,1,0
18-156313-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189246,156313,142961,18,1.5,1,1,0
18-156313-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616550,156313,142963,18,2,0,1,0
18-156313-142965,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485035,156313,142965,18,1,1,0,0
18-156313-142966,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485031,156313,142966,18,1,1,0,0
18-156313-142967,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485034,156313,142967,18,1,1,0,0
18-156313-142968,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695166,156313,142968,18,1,4,0,0
18-156313-142969,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695170,156313,142969,18,1,4,0,0
18-156313-142970,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695174,156313,142970,18,1,4,0,0
18-156313-142976,S8bj5i7xXwPdk6lq4qbA7k1IX773,2020,1478613222294,156313,142976,18,2,0,1,0
18-156314-142951,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690187,156314,142951,18,1,1,0,0
18-156314-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690194,156314,142952,18,1,1,0,0
18-156314-142959,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478689600657,156314,142959,18,2,0,1,0
18-156314-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189251,156314,142960,18,1,2,0,0
18-156314-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189250,156314,142961,18,1,2,0,0
18-156314-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616550,156314,142963,18,1,1,0,0
18-156314-142966,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485039,156314,142966,18,1,1,0,0
18-156314-142967,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485041,156314,142967,18,1,1,0,0
18-156314-142968,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695167,156314,142968,18,1,4,0,0
18-156314-142969,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695169,156314,142969,18,1,4,0,0
18-156314-142970,ayghWbUQ8bXTX0kqVIP76yCNTRi2,2020,1478613616569,156314,142970,18,1,1,0,0
18-156314-142972,ayghWbUQ8bXTX0kqVIP76yCNTRi2,2020,1478638358105,156314,142972,18,1.5,1,1,0
18-156314-142973,fjQ72i9sIsgyZTZXX3dnAN4pWHj1,2020,1479222152056,156314,142973,18,1,1,0,0
18-156314-142978,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478617966697,156314,142978,18,1,3,0,0
18-156314-142979,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478617966696,156314,142979,18,1,6,0,0
18-156315-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189252,156315,142959,18,1,2,0,0
18-156315-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189248,156315,142960,18,1,2,0,0
18-156315-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189249,156315,142961,18,1,2,0,0
18-156315-142962,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616551,156315,142962,18,2,0,1,0
18-156315-142967,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485040,156315,142967,18,1,1,0,0
18-156315-142968,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695194,156315,142968,18,1,4,0,0
18-156315-142969,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613696093,156315,142969,18,1,4,0,0
18-156315-142976,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559869,156315,142976,18,1,1,0,0
18-156315-142978,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811337409,156315,142978,18,1,1,0,0
18-156315-142979,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478617966698,156315,142979,18,1.333333333,2,1,0
18-156315-142982,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478613029094,156315,142982,18,2,0,1,0
18-156316-142954,nkUXKiZqODQ2dMQEUBR3TQc3YtR2,2020,1478643446808,156316,142954,18,1,3,0,0
18-156316-142955,TVMinVVy3WP9VkFizoKXqXB0leo1,2020,1478812367112,156316,142955,18,2,0,1,0
18-156316-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189259,156316,142959,18,1,2,0,0
18-156316-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189260,156316,142960,18,1,2,0,0
18-156316-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189262,156316,142961,18,1,2,0,0
18-156316-142967,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722485048,156316,142967,18,1,1,0,0
18-156316-142968,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613695324,156316,142968,18,1,4,0,0
18-156316-142969,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613696916,156316,142969,18,1,4,0,0
18-156316-142970,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613696918,156316,142970,18,1,4,0,0
18-156316-142971,fjQ72i9sIsgyZTZXX3dnAN4pWHj1,2020,1479222152059,156316,142971,18,2,0,1,0
18-156316-142972,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544935,156316,142972,18,1,5,0,0
18-156316-142973,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544934,156316,142973,18,1,5,0,0
18-156316-142974,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559871,156316,142974,18,1,2,0,0
18-156316-142975,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559869,156316,142975,18,2,0,1,0
18-156316-142976,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559873,156316,142976,18,1,1,0,0
18-156316-142978,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478811337410,156316,142978,18,1,1,0,0
18-156316-142982,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478613029093,156316,142982,18,2,0,1,0
18-156317-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690198,156317,142952,18,1,1,0,0
18-156317-142959,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478812285950,156317,142959,18,1.333333333,2,1,0
18-156317-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189261,156317,142960,18,1,2,0,0
18-156317-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189262,156317,142961,18,1.5,1,1,0
18-156317-142962,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616552,156317,142962,18,2,0,1,0
18-156317-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616555,156317,142963,18,1,1,0,0
18-156317-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616553,156317,142964,18,2,0,1,0
18-156317-142968,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613696920,156317,142968,18,1.5,1,1,0
18-156317-142969,623wFDUodlMlp2CHTid7VxrmsJ73,2020,1478810460112,156317,142969,18,1,2,0,0
18-156317-142972,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544954,156317,142972,18,1,4,0,0
18-156317-142973,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544963,156317,142973,18,1,4,0,0
18-156317-142974,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559871,156317,142974,18,1,2,0,0
18-156317-142975,HufuK8X5TFY0YxnssIDGG5AWqng2,2020,1478723559872,156317,142975,18,1,2,0,0
18-156318-142952,4vxdQSfMN8Rl0Xi8SNLFH4i4m8H3,2020,1478614690197,156318,142952,18,1,1,0,0
18-156318-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189263,156318,142959,18,1,2,0,0
18-156318-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189264,156318,142960,18,1,2,0,0
18-156318-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189266,156318,142961,18,1.5,1,1,0
18-156318-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616552,156318,142963,18,1,1,0,0
18-156318-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616554,156318,142964,18,2,0,1,0
18-156318-142971,ayghWbUQ8bXTX0kqVIP76yCNTRi2,2020,1478638358111,156318,142971,18,2,0,1,0
18-156318-142972,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544954,156318,142972,18,1,4,0,0
18-156318-142973,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544964,156318,142973,18,1,4,0,0
18-156318-142974,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722261045,156318,142974,18,1,4,0,0
18-156318-142975,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722261057,156318,142975,18,1,4,0,0
18-156318-142976,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722261059,156318,142976,18,1,4,0,0
18-156318-142980,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478613029099,156318,142980,18,2,0,1,0
18-156318-142982,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478613029098,156318,142982,18,1,1,0,0
18-156318-142983,2YOeSTsuucPdvzoS1s78bE2J45F3,2020,1478613478972,156318,142983,18,1,5,0,0
18-156318-142984,ieyU1gWHKfMerf1NyCdYGbh3bQ83,2020,1478613243579,156318,142984,18,2,0,1,0
18-156319-142959,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189267,156319,142959,18,2,0,1,0
18-156319-142960,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189270,156319,142960,18,1,1,0,0
18-156319-142961,GVUL4ljBGEaDnmwJE9LdOT5Kc0i1,2020,1478813189271,156319,142961,18,2,0,2,0
18-156319-142962,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616556,156319,142962,18,2,0,1,0
18-156319-142963,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616558,156319,142963,18,2,0,1,0
18-156319-142964,lAXiPFHFDTdVqvsAZagHJ1Yt4872,2020,1478853616559,156319,142964,18,2,0,1,0
18-156319-142972,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544965,156319,142972,18,1,4,0,0
18-156319-142973,0PxI5BfAs0h5vyhsWXpY0DdXKXk1,2020,1478613544974,156319,142973,18,1,4,0,0
18-156319-142974,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722261046,156319,142974,18,1,4,0,0
18-156319-142975,2Fs7fX32a9XFlKAaPlVhhFnNB383,2020,1478722261058,156319,142975,18,1,4,0,0
